sample type,classifier,feature,nan count,nan pct,inf count,inactive count,zero proportion,variance,std dev,is constant,issues
person,Decision Tree,mean activity 15,0,0.0,0,0,0.0,21373.545,146.197,False,OK
person,Decision Tree,mean activity 16,0,0.0,0,0,0.0,20073.946,141.683,False,OK
person,Decision Tree,mean activity 17,0,0.0,0,0,0.0,18582.033,136.316,False,OK
person,Decision Tree,mean activity 18,0,0.0,0,0,0.0,17847.802,133.596,False,OK
person,Decision Tree,mean activity 19,0,0.0,0,0,0.0,15760.794,125.542,False,OK
person,Decision Tree,mean activity 20,0,0.0,0,0,0.0,15111.589,122.929,False,OK
person,Decision Tree,mean activity 21,0,0.0,0,0,0.0,12998.913,114.013,False,OK
person,Decision Tree,mean activity 22,0,0.0,0,0,0.0,13860.108,117.729,False,OK
person,Decision Tree,mean activity 23,0,0.0,0,0,0.0,9898.042,99.489,False,OK
person,Decision Tree,inactive ratio,0,0.0,0,0,0.0,0.019,0.139,False,OK
person,Decision Tree,longest inactivity,0,0.0,0,0,0.0,161542.938,401.924,False,OK
person,Decision Tree,is constant activity,0,0.0,0,54,1.0,0.0,0.0,True,"Constant, Mostly zero"
person,Decision Tree,12 hour day activity,0,0.0,0,0,0.0,14863.874,121.917,False,OK
person,Decision Tree,12 hour night activity,0,0.0,0,0,0.0,3184.497,56.431,False,OK
person,Decision Tree,day night ratio,0,0.0,0,0,0.0,1.928,1.389,False,OK
person,Decision Tree,mean absolute change activity,0,0.0,0,0,0.0,1519.383,38.979,False,OK
person,Decision Tree,IV,0,0.0,0,0,0.0,0.033,0.182,False,OK
person,Decision Tree,RA,0,0.0,0,0,0.0,0.017,0.129,False,OK
person,Decision Tree,daily mean activity variance,0,0.0,0,0,0.0,98069484.157,9903.004,False,OK
person,Decision Tree,IS,0,0.0,0,0,0.0,0.027,0.164,False,OK
person,Decision Tree,activity night,0,0.0,0,0,0.0,1153.607,33.965,False,OK
person,Decision Tree,activity morning,0,0.0,0,0,0.0,10827.953,104.057,False,OK
person,Decision Tree,activity afternoon,0,0.0,0,0,0.0,17990.304,134.128,False,OK
person,Decision Tree,activity evening,0,0.0,0,0,0.0,11274.88,106.183,False,OK
person,Decision Tree,inactive night,0,0.0,0,0,0.0,0.037,0.193,False,OK
person,Decision Tree,inactive morning,0,0.0,0,1,0.019,0.032,0.178,False,OK
person,Decision Tree,inactive afternoon,0,0.0,0,1,0.019,0.02,0.14,False,OK
person,Decision Tree,inactive evening,0,0.0,0,1,0.019,0.028,0.169,False,OK
person,Decision Tree,person id,0,0.0,0,0,0.0,74.329,8.621,False,OK
